175/1473;University of Pennsylvania
175/9343;Imperial College London
175/2489;University of Connecticut
175/4728;University of Kentucky
175/1269;UESTC
130/3810;Xi'an Jiaotong University
130/0365;TU Delft
130/6019;Augusta University
130/9842;Ecole Normale Superieure
130/9116;Wichita State University
130/9065;KAIST
130/9015;Heidelberg University
130/9027;Qatar University
130/3938;BITS Pilani-Goa
130/0987;JUST
130/0417;University of British Columbia
130/9312;Trinity College Dublin
130/8921;Northern Arizona University
130/5419-1;Peking University
130/7707;Virginia Tech
130/4543;Birkbeck University of London
130/9628;University of Wyoming
130/7969;Boise State University
130/9167;USP
130/5522;IST Austria
130/5040;Masdar Institute
130/0513;UFMG
130/9339;University of Missouri
130/2277;Ecole Normale Superieure de Lyon
130/2863;University of Southern California
130/8114;Portland State University
130/1812;University of British Columbia
130/6633;University of Oklahoma
130/0373;Max Planck Society
130/0610;University of Strathclyde
130/3690;American University of Beirut
130/0498;University of Bristol
130/0470;New York University
184/8253;University of Connecticut
184/8086;University of Virginia
184/9658;UFF
184/5784;University of Malaya
184/5740;University of Dundee
184/3752;Durham University
184/1264;Shanghai Jiao Tong University
184/2249;De La Salle University
184/8579;IIIT Delhi
184/3870;CISPA Helmholtz Center
184/8526;IT University of Copenhagen
184/5757;Nanyang Technological University
184/0772;DTU
184/2126;De La Salle University
184/8124;Özyeğin University
184/3941;University of Memphis
184/3603;Air Force Institute of Technology
184/9663;UFF
184/3742;EPFL
184/5176;University of York
184/3481;Xidian University
35/6713;University College London
35/10101;University of Edinburgh
35/295-1;University of Tennessee
35/507;University of Colorado Boulder
35/3049;Polytechnic University of Catalonia
35/1356;Politecnico di Milano
35/5521;Dalhousie University
35/5676;BUPT
35/9056;CISPA Helmholtz Center
35/7092-28;Nanjing University
35/1622;USP-ICMC
35/10625;Univ. of California - Berkeley
35/1103;Zhejiang University
35/10987;Stanford University
35/1222;University of Waterloo
35/2211;Georgetown University
35/6402;York University
35/2683;Rice University
35/2047;University of Piraeus
35/3232;Shenzhen University
35/1242;Tsinghua University
35/10944;Universidade de Lisboa
35/2275;UNSW
35/3250;University of Ioannina
35/8276;Lancaster University
35/3074;Nanjing University
35/1061;University of Texas at Austin
35/981;UESTC
35/3489;University of Alberta
35/1085;Sharif University of Technology
35/2294;Universidad de Chile
35/6910;University of A Coruña
35/11104;University of Massachusetts Amherst
35/7214;CUNY
35/2181;KTH Royal Institute of Technology
35/3889;University of York
35/295-12;Zhejiang University
35/6569;Beihang University
35/4761;University of Oregon
35/6088;Sapienza University of Rome
35/6717;University of Florida
35/919;Oregon State University
35/5730;Washington State University
35/5873;University of Technology Sydney
35/2796;University of Toronto
35/6703;KAIST
35/7963;Graz University of Technology
35/2834;University of Sydney
35/10964;Cornell University
35/2875;Massachusetts Institute of Technology
35/8673;UNC - Greensboro
35/1832;University of Missouri
35/8399;University of Alberta
35/8860;IST Austria
35/3964;National University of Singapore
35/6412;CRIStAL
35/2341;NTNU
35/1742-1;Ohio University
35/3607;Peking University
35/3425;Northeastern University
35/5540;Universidade de Lisboa
35/8006;Universidade de Lisboa
35/1448;University of Arizona
35/7232;University of Essex
35/2424;University of Missouri
35/8658;Massey University
35/7361;University of Trier
35/1787;Harbin Institute of Technology
35/1348;University of Exeter
35/10700;Univ. of Illinois at Urbana-Champaign
35/1096-1;Nanyang Technological University
35/3587;IMDEA Software Institute
35/2599;University of Western Australia
35/1464;University of Michigan
35/1189;National Chiao Tung University
35/728;Brunel University London
35/6082;Universidade NOVA de Lisboa
35/669;Massachusetts Institute of Technology
35/8412;University of Iowa
35/837-1;Tsinghua University
35/4495;Sapienza University of Rome
35/11491;University of Missouri - Kansas City
35/7092-54;University of Texas at San Antonio
35/2119;Dartmouth College
35/3128;Fudan University
35/4347;University of South Carolina
35/6105;Trinity College Dublin
35/104;University College Dublin
35/2378;NWPU
35/2751;University of Melbourne
35/3110;Graz University of Technology
35/6182;Technion
35/7092-30;HKUST
35/1126;Lancaster University
35/6715;Carleton University
35/5597;EURECOM
35/485;Ecole Normale Superieure de Rennes
35/9923;University of St Andrews
35/2600;TU Darmstadt
35/1228;University of Tokyo
35/805;Georgia Institute of Technology
35/5977;University of Nevada Las Vegas
35/10;University of Edinburgh
35/2125;TU Eindhoven
35/3800;CUNY
35/9230;Tampere University
35/5134;UNICAMP
35/6470;University of Central Florida
35/3876;University of Leipzig
35/4614;Tokyo Institute of Technology
35/5805;National Chiao Tung University
35/4534;University of Nebraska - Omaha
35/1354;IIT (BHU) Varanasi
35/3010;Tel Aviv University
35/2449;Université Jean Monnet
35/203;City University of Hong Kong
35/2573;Northeastern University
35/4197;University of Nottingham
35/5781;Victoria University of Wellington
35/5522;National Chiao Tung University
35/5269;University of Pittsburgh
35/2638;University of British Columbia
35/5875;De La Salle University
35/731;University of Kansas
35/2899-1;Northwestern University
35/10108;Univ. of California - Santa Cruz
35/9005;Univ. of California - Riverside
35/5016;University of Bristol
35/6244;University of Cambridge
35/962;Washington University in St. Louis
35/1417;University of Luxembourg
35/5227;Queen Mary University of London
35/1723;Queen's University Belfast
35/3852;University of Pisa
35/1866;Maastricht University
35/4137;Georgia State University
35/6130;University of Windsor
35/1083;VU Amsterdam
35/3222;University of Salerno
35/6328;Hamburg University of Technology
35/4411;University of Oxford
35/5202;Massachusetts Institute of Technology
35/4365;Royal Holloway University of London
35/2888;University of Salerno
35/2919;Dalhousie University
35/6421;University of Louisville
35/6774;Southern Methodist University
35/11490;DAIICT
35/4372;ISI Kolkata
35/4705;University of Connecticut
35/11083;SUTD
35/1211;Stony Brook University
35/4134;IUPUI
35/1243;Technion
35/3202;Aalto University
35/4613;University of Amsterdam
35/8319;TU Munich
35/6221;Peking University
35/9943;University of Michigan-Dearborn
35/4287;Carnegie Mellon University
35/6938;Rochester Institute of Technology
35/10805;Columbia University
35/6931;Monash University
121/1838;Pennsylvania State University
121/5033;UFRGS
121/4930;TU Delft
121/2697;UNIST
121/2685;ETH Zurich
121/0305;Boston University
121/4911;Goldsmiths University of London
121/9031;University of Liverpool
121/6317;Tampere University
121/2964;Tampere University
121/0780;Lehigh University
121/1348;Michigan State University
121/9066;Harbin Institute of Technology
121/5416;Univ. of California - Santa Barbara
121/4335;Yonsei University
121/1308;University at Albany - SUNY
121/4984;Univ. of California - San Diego
121/4230;KAIST
121/1949;University of Houston
121/4255;Johns Hopkins University
121/5187;University of Pisa
121/8662;BUPT
121/1932;UFPR
121/1806;University of Victoria
121/5542;Washington University in St. Louis
73/1342;Mississippi State University
73/3628;Carnegie Mellon University
73/591;Stony Brook University
73/2072;Open University UK
73/197;University of Michigan
73/1383;University of Siegen
73/2447;University of Dundee
73/4952;IT University of Copenhagen
73/1601;UNICAMP
73/9223;Washington University in St. Louis
73/8292;Arizona State University
73/9481;UESTC
73/2011;National University of Singapore
73/193;Singapore Management University
73/1997-1;Ohio State University
73/6284;BUPT
73/5618-1;Old Dominion University
73/1844-4;Peking University
73/10032;Texas Tech University
73/6365;McGill University
73/8260;Max Planck Society
73/3928-1;UESTC
73/4054;University of Pisa
73/1871-4;IIT Kharagpur
73/2987;University of Salzburg
73/7880;University of Victoria
73/6717;Ecole Normale Superieure de Lyon
73/8636;North Carolina State University
73/2001;University of Southern California
73/5552;USTC
73/7444;Columbia University
73/2739;George Mason University
73/4692;Simon Fraser University
73/6430;UFMG
73/55;Trinity College Dublin
73/1440;UESTC
73/7116;Arizona State University
73/6093-1;Princeton University
73/6880;CISPA Helmholtz Center
73/7642;DAIICT
73/5728;Peking University
73/343;Univ. of California - Merced
73/4908;University of Cape Town
73/2912;University of Tokyo
73/4650;George Mason University
73/1192;University of Rostock
73/7674;University of Warwick
73/8163;Boise State University
73/4880;Seoul National University
73/2851;EPFL
73/4036;Rensselaer Polytechnic Institute
73/887;Qatar University
73/3037;University of Vienna
73/5938;Qatar Computing Research Institute
73/2569;University of Leeds
73/650;University of Magdeburg
73/8401;Izmir Institute of Technology
73/4995;University of Kansas
73/2217;TU Kaiserslautern
73/1139;University of Melbourne
73/9853;Texas A&M University
73/11140;University of Waterloo
73/1296;Massachusetts Institute of Technology
73/3395;Dalhousie University
73/4024;Nova Southeastern University
73/6533;Yonsei University
73/1805;Politecnico di Milano
73/5332;Graz University of Technology
73/4180;King's College London
73/2033;University of Tartu
73/906;TU Delft
73/3162;Georgia Institute of Technology
73/3598;University of Copenhagen
73/5853;National Chiao Tung University
73/3458-1;Korea University
73/991;UFMS
73/2285;University of Montreal
73/6476;BITS Pilani
73/5536;University of Southampton
73/4984;University of Pennsylvania
73/6879;University of Auckland
73/3881;Massachusetts Institute of Technology
73/1852;National Chiao Tung University
73/7995;Aalborg University
73/3186;UFU
73/4443;CISPA Helmholtz Center
73/6980;HKUST
73/1231;Northeastern University
73/6981;NWPU
73/6552;Maastricht University
73/11199;Ariel University
73/2849;University of Virginia
73/2252-51;UESTC
73/6671;Rutgers University
73/1853;Politecnico di Milano
73/4521;BITS Pilani
73/6353;University of York
73/291;Trinity College Dublin
73/7044;University of Michigan
73/6445;Monash University
73/5039;University of Queensland
73/5870;University of Sussex
73/14;University of Melbourne
73/4191;DTU
73/1708;Nanyang Technological University
73/6140;University of Liverpool
73/5801;University of Cambridge
73/7055;USTC
73/4566-18;Clemson University
73/1353;Michigan State University
73/2927;National Taiwan University
73/1597;Rice University
73/3928-2;Univ. of California - Irvine
73/6941-1;Purdue University
73/5341;University of Trento
73/3420;TU Wien
73/2015;University of Notre Dame
73/3625;Kyoto University
73/7388;Worcester Polytechnic Institute
73/6228;University of Leeds
73/1472;Sapienza University of Rome
73/3673;Virginia Tech
73/6114;University of Konstanz
73/6267;Uppsala University
73/1778;Kyung Hee University
73/11467;Shandong University
73/3972;University of Würzburg
73/6461;Harbin Institute of Technology
73/4684;Ben-Gurion University of the Negev
73/3423;Michigan State University
73/4164;UNICAMP
73/1013;Tata Inst. of Fundamental Research
73/817;Shanghai Jiao Tong University
73/2417;CRIStAL
73/3515;Polytechnique Montreal
73/4897;University of South Florida
73/5247;Indiana University
73/1498;University of Chicago
73/5426;University of Toronto
73/5220;University of Houston
73/1193;University of Bamberg
73/6704;University of Bergen
73/3723;University of Notre Dame
73/8637;BUPT
73/2023;University of Murcia
w/RolfWanka;University of Erlangen–Nuremberg
w/AWegmann;EPFL
w/MariaWimmer;University of Koblenz-Landau
w/JasonTsongLiWang;NJIT
w/RebeccaWillett;University of Chicago
w/JonWhittle;Monash University
w/KeWang;Simon Fraser University
w/GerhardWeber;TU Dresden
w/JenniferWidom;Stanford University
w/LayneTWatson;Virginia Tech
w/KarstenWolf;University of Rostock
w/ThomasWilke;University of Kiel
w/GeraldWeber;University of Auckland
w/GeoffWyvill;University of Otago
w/YangWang9;Ohio State University
w/WolfgangWahlster;Saarland University
w/IanWakeman;University of Sussex
w/GerhardWeikum;Max Planck Society
w/LeandroKrugWives;UFRGS
w/HeikeWehrheim;Paderborn University
w/JoachimWeickert;Saarland University
w/PrudenceWHWong;University of Liverpool
w/ChristopherKIWilliams;University of Edinburgh
w/KyuYoungWhang;KAIST
w/RLyndonWhile;University of Western Australia
w/DMHWalker;Texas A&M University
w/RebeccaNWright;Columbia University
w/RossTWhitaker;University of Utah
w/HarryWechsler;George Mason University
w/ShengruiWang;Université de Sherbrooke
w/JamesWestall;Clemson University
w/ChaoWang;University of Southern California
w/YangWang3;University of Manitoba
w/AdamWolisz;TU Berlin
w/StefanWrobel;University of Bonn
w/DavidWWalker;Cardiff University
w/DumindaWijesekera;George Mason University
w/JoeDWarren;Rice University
w/StevenEuijongWhang;KAIST
w/StephanieWeirich;University of Pennsylvania
w/StephenJWright;University of Wisconsin - Madison
w/KwanYeeKennethWong;University of Hong Kong
w/PeterTWood;Birkbeck University of London
w/EdgarRWeippl;University of Vienna
w/DanSWallach;Rice University
w/RonWeiss;Massachusetts Institute of Technology
w/IanHWitten;University of Waikato
w/OuriWolfson;Univ. of Illinois at Urbana-Champaign
w/WeiWang9;Fudan University
w/JianxinWu;Nanjing University
w/RephaelWenger;Ohio State University
w/WeiliWu;University of Texas at Dallas
w/PeterHWelch;University of Kent
w/JacobKWhite;Massachusetts Institute of Technology
w/ReneWitte;Concordia University
w/RuiWang3;University of Massachusetts Amherst
w/FranzWotawa;Graz University of Technology
w/EJWhiteheadJr;Univ. of California - Santa Cruz
w/JieWu1;Temple University
w/ManHonWong;Chinese University of Hong Kong
w/YangWang5;Univ. of Illinois at Urbana-Champaign
w/JohnnySWong;Iowa State University
